2024-07-06 20:01:44,651 INFO    StreamThr :26424 [internal.py:wandb_internal():85] W&B internal server running at pid: 26424, started at: 2024-07-06 20:01:44.651852
2024-07-06 20:01:44,653 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: status
2024-07-06 20:01:44,654 INFO    WriterThread:26424 [datastore.py:open_for_write():87] open: C:\Users\uta_f\Project\dl_lecture_competition_pub\wandb\run-20240706_200144-1pcbmqe4\run-1pcbmqe4.wandb
2024-07-06 20:01:44,655 DEBUG   SenderThread:26424 [sender.py:send():379] send: header
2024-07-06 20:01:44,677 DEBUG   SenderThread:26424 [sender.py:send():379] send: run
2024-07-06 20:01:45,098 INFO    SenderThread:26424 [dir_watcher.py:__init__():211] watching files in: C:\Users\uta_f\Project\dl_lecture_competition_pub\wandb\run-20240706_200144-1pcbmqe4\files
2024-07-06 20:01:45,099 INFO    SenderThread:26424 [sender.py:_start_run_threads():1188] run started: 1pcbmqe4 with start time 1720263704.653254
2024-07-06 20:01:45,154 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: check_version
2024-07-06 20:01:45,155 DEBUG   SenderThread:26424 [sender.py:send_request():406] send_request: check_version
2024-07-06 20:01:45,212 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: run_start
2024-07-06 20:01:45,228 DEBUG   HandlerThread:26424 [system_info.py:__init__():26] System info init
2024-07-06 20:01:45,228 DEBUG   HandlerThread:26424 [system_info.py:__init__():41] System info init done
2024-07-06 20:01:45,228 INFO    HandlerThread:26424 [system_monitor.py:start():194] Starting system monitor
2024-07-06 20:01:45,228 INFO    SystemMonitor:26424 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-06 20:01:45,228 INFO    HandlerThread:26424 [system_monitor.py:probe():214] Collecting system info
2024-07-06 20:01:45,232 INFO    SystemMonitor:26424 [interfaces.py:start():188] Started cpu monitoring
2024-07-06 20:01:45,232 INFO    SystemMonitor:26424 [interfaces.py:start():188] Started disk monitoring
2024-07-06 20:01:45,232 INFO    SystemMonitor:26424 [interfaces.py:start():188] Started gpu monitoring
2024-07-06 20:01:45,238 INFO    SystemMonitor:26424 [interfaces.py:start():188] Started memory monitoring
2024-07-06 20:01:45,244 INFO    SystemMonitor:26424 [interfaces.py:start():188] Started network monitoring
2024-07-06 20:01:45,249 DEBUG   HandlerThread:26424 [system_info.py:probe():152] Probing system
2024-07-06 20:01:45,249 DEBUG   HandlerThread:26424 [system_info.py:_probe_git():137] Probing git
2024-07-06 20:01:45,318 DEBUG   HandlerThread:26424 [system_info.py:_probe_git():145] Probing git done
2024-07-06 20:01:45,318 DEBUG   HandlerThread:26424 [system_info.py:probe():200] Probing system done
2024-07-06 20:01:45,318 DEBUG   HandlerThread:26424 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.11', 'heartbeatAt': '2024-07-06T11:01:45.249329', 'startedAt': '2024-07-06T11:01:44.644375', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\uta_f\\Project\\dl_lecture_competition_pub\\main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/Kanif318/dl_lecture_competition_pub', 'commit': '5293ad77595a7736f67207ddb68fbe1e21d01428'}, 'email': 'uta_f74@outlook.jp', 'root': 'C:/Users/uta_f/Project/dl_lecture_competition_pub', 'host': 'MoroDesktopE', 'username': 'uta_f', 'executable': 'C:\\Users\\uta_f\\.virtualenvs\\dl_lecture_competition_pub-JWry4h2n\\Scripts\\python.exe', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3000.0, 'min': 0.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 0.0, 'max': 3000.0}], 'disk': {'/': {'total': 934.0693321228027, 'used': 716.8448333740234}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 31.724849700927734}}
2024-07-06 20:01:45,318 INFO    HandlerThread:26424 [system_monitor.py:probe():224] Finished collecting system info
2024-07-06 20:01:45,318 INFO    HandlerThread:26424 [system_monitor.py:probe():227] Publishing system info
2024-07-06 20:01:45,319 INFO    HandlerThread:26424 [system_monitor.py:probe():229] Finished publishing system info
2024-07-06 20:01:45,321 DEBUG   SenderThread:26424 [sender.py:send():379] send: files
2024-07-06 20:01:45,321 INFO    SenderThread:26424 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-06 20:01:45,350 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: python_packages
2024-07-06 20:01:45,350 DEBUG   SenderThread:26424 [sender.py:send_request():406] send_request: python_packages
2024-07-06 20:01:45,351 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: stop_status
2024-07-06 20:01:45,351 DEBUG   SenderThread:26424 [sender.py:send_request():406] send_request: stop_status
2024-07-06 20:01:45,354 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-06 20:01:45,648 DEBUG   SenderThread:26424 [sender.py:send():379] send: telemetry
2024-07-06 20:01:45,974 INFO    wandb-upload_0:26424 [upload_job.py:push():130] Uploaded file C:\Users\uta_f\AppData\Local\Temp\tmpwr7nbvmswandb\epv0mmuc-wandb-metadata.json
2024-07-06 20:01:46,112 INFO    Thread-16 :26424 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\uta_f\Project\dl_lecture_competition_pub\wandb\run-20240706_200144-1pcbmqe4\files\requirements.txt
2024-07-06 20:01:46,112 INFO    Thread-16 :26424 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\uta_f\Project\dl_lecture_competition_pub\wandb\run-20240706_200144-1pcbmqe4\files\wandb-metadata.json
2024-07-06 20:01:46,393 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-06 20:01:47,125 INFO    Thread-16 :26424 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\uta_f\Project\dl_lecture_competition_pub\wandb\run-20240706_200144-1pcbmqe4\files\output.log
2024-07-06 20:01:47,380 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-06 20:01:48,392 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-06 20:01:48,817 DEBUG   SenderThread:26424 [sender.py:send():379] send: exit
2024-07-06 20:01:48,817 INFO    SenderThread:26424 [sender.py:send_exit():586] handling exit code: 1
2024-07-06 20:01:48,817 INFO    SenderThread:26424 [sender.py:send_exit():588] handling runtime: 3
2024-07-06 20:01:48,817 INFO    SenderThread:26424 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-06 20:01:48,817 INFO    SenderThread:26424 [sender.py:send_exit():594] send defer
2024-07-06 20:01:48,818 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: defer
2024-07-06 20:01:48,818 INFO    HandlerThread:26424 [handler.py:handle_request_defer():184] handle defer: 0
2024-07-06 20:01:48,818 DEBUG   SenderThread:26424 [sender.py:send_request():406] send_request: defer
2024-07-06 20:01:48,818 INFO    SenderThread:26424 [sender.py:send_request_defer():610] handle sender defer: 0
2024-07-06 20:01:48,818 INFO    SenderThread:26424 [sender.py:transition_state():614] send defer: 1
2024-07-06 20:01:48,818 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: defer
2024-07-06 20:01:48,818 INFO    HandlerThread:26424 [handler.py:handle_request_defer():184] handle defer: 1
2024-07-06 20:01:48,818 DEBUG   SenderThread:26424 [sender.py:send_request():406] send_request: defer
2024-07-06 20:01:48,818 INFO    SenderThread:26424 [sender.py:send_request_defer():610] handle sender defer: 1
2024-07-06 20:01:48,818 INFO    SenderThread:26424 [sender.py:transition_state():614] send defer: 2
2024-07-06 20:01:48,818 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: defer
2024-07-06 20:01:48,818 INFO    HandlerThread:26424 [handler.py:handle_request_defer():184] handle defer: 2
2024-07-06 20:01:48,818 INFO    HandlerThread:26424 [system_monitor.py:finish():203] Stopping system monitor
2024-07-06 20:01:48,824 DEBUG   SystemMonitor:26424 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-07-06 20:01:48,825 INFO    HandlerThread:26424 [interfaces.py:finish():200] Joined cpu monitor
2024-07-06 20:01:48,825 DEBUG   SystemMonitor:26424 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-07-06 20:01:48,825 INFO    HandlerThread:26424 [interfaces.py:finish():200] Joined disk monitor
2024-07-06 20:01:48,825 DEBUG   SystemMonitor:26424 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-07-06 20:01:48,864 INFO    HandlerThread:26424 [interfaces.py:finish():200] Joined gpu monitor
2024-07-06 20:01:48,864 INFO    HandlerThread:26424 [interfaces.py:finish():200] Joined memory monitor
2024-07-06 20:01:48,864 INFO    HandlerThread:26424 [interfaces.py:finish():200] Joined network monitor
2024-07-06 20:01:48,865 DEBUG   SenderThread:26424 [sender.py:send_request():406] send_request: defer
2024-07-06 20:01:48,865 INFO    SenderThread:26424 [sender.py:send_request_defer():610] handle sender defer: 2
2024-07-06 20:01:48,865 INFO    SenderThread:26424 [sender.py:transition_state():614] send defer: 3
2024-07-06 20:01:48,865 DEBUG   SenderThread:26424 [sender.py:send():379] send: stats
2024-07-06 20:01:48,865 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: defer
2024-07-06 20:01:48,865 INFO    HandlerThread:26424 [handler.py:handle_request_defer():184] handle defer: 3
2024-07-06 20:01:48,865 DEBUG   SenderThread:26424 [sender.py:send_request():406] send_request: defer
2024-07-06 20:01:48,865 INFO    SenderThread:26424 [sender.py:send_request_defer():610] handle sender defer: 3
2024-07-06 20:01:48,865 INFO    SenderThread:26424 [sender.py:transition_state():614] send defer: 4
2024-07-06 20:01:48,865 DEBUG   HandlerThread:26424 [handler.py:handle_request():158] handle_request: defer
2024-07-06 20:01:48,865 INFO    HandlerThread:26424 [handler.py:handle_request_defer():184] handle defer: 4
2024-07-06 20:01:48,865 DEBUG   SenderThread:26424 [sender.py:send_request():406] send_request: defer
2024-07-06 20:01:48,865 INFO    SenderThread:26424 [sender.py:send_request_defer():610] handle sender defer: 4
2024-07-06 20:01:48,865 INFO    SenderThread:26424 [sender.py:transition_state():614] send defer: 5
